eKE_ev,photon_energy_ev,beta,sigma_parallel,sigma_perpendicular,sigma_total
1.000000000000000021e-03,1.000000000000000021e-03,2.393996462278743242e-01,1.847605602037536788e-06,1.312286592334792293e-06,1.873301869581227134e-05
2.000000000000000111e-01,2.000000000000000111e-01,1.571243912509247220e+00,1.600694063116176249e-02,1.334582301648715077e-03,7.823028666966250211e-02
